2024-03-29 18:19:20,834 INFO    StreamThr :519907 [internal.py:wandb_internal():86] W&B internal server running at pid: 519907, started at: 2024-03-29 18:19:20.834510
2024-03-29 18:19:20,837 DEBUG   HandlerThread:519907 [handler.py:handle_request():146] handle_request: status
2024-03-29 18:19:20,840 INFO    WriterThread:519907 [datastore.py:open_for_write():85] open: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_181920-ltj2rm9g/run-ltj2rm9g.wandb
2024-03-29 18:19:20,841 DEBUG   SenderThread:519907 [sender.py:send():380] send: header
2024-03-29 18:19:20,844 DEBUG   SenderThread:519907 [sender.py:send():380] send: run
2024-03-29 18:19:21,455 INFO    SenderThread:519907 [dir_watcher.py:__init__():211] watching files in: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_181920-ltj2rm9g/files
2024-03-29 18:19:21,455 INFO    SenderThread:519907 [sender.py:_start_run_threads():1122] run started: ltj2rm9g with start time 1711754360.834307
2024-03-29 18:19:21,461 DEBUG   HandlerThread:519907 [handler.py:handle_request():146] handle_request: check_version
2024-03-29 18:19:21,461 DEBUG   SenderThread:519907 [sender.py:send_request():407] send_request: check_version
2024-03-29 18:19:21,524 DEBUG   HandlerThread:519907 [handler.py:handle_request():146] handle_request: run_start
2024-03-29 18:19:21,541 DEBUG   HandlerThread:519907 [system_info.py:__init__():32] System info init
2024-03-29 18:19:21,541 DEBUG   HandlerThread:519907 [system_info.py:__init__():47] System info init done
2024-03-29 18:19:21,541 INFO    HandlerThread:519907 [system_monitor.py:start():194] Starting system monitor
2024-03-29 18:19:21,541 INFO    SystemMonitor:519907 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-29 18:19:21,542 INFO    HandlerThread:519907 [system_monitor.py:probe():214] Collecting system info
2024-03-29 18:19:21,543 INFO    SystemMonitor:519907 [interfaces.py:start():190] Started cpu monitoring
2024-03-29 18:19:21,544 INFO    SystemMonitor:519907 [interfaces.py:start():190] Started disk monitoring
2024-03-29 18:19:21,545 INFO    SystemMonitor:519907 [interfaces.py:start():190] Started gpu monitoring
2024-03-29 18:19:21,546 INFO    SystemMonitor:519907 [interfaces.py:start():190] Started memory monitoring
2024-03-29 18:19:21,546 INFO    SystemMonitor:519907 [interfaces.py:start():190] Started network monitoring
2024-03-29 18:19:21,556 DEBUG   HandlerThread:519907 [system_info.py:probe():196] Probing system
2024-03-29 18:19:21,557 DEBUG   HandlerThread:519907 [system_info.py:_probe_git():181] Probing git
2024-03-29 18:19:21,560 DEBUG   HandlerThread:519907 [system_info.py:_probe_git():189] Probing git done
