2024-03-29 17:59:54,962 INFO    StreamThr :487799 [internal.py:wandb_internal():86] W&B internal server running at pid: 487799, started at: 2024-03-29 17:59:54.961786
2024-03-29 17:59:54,964 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: status
2024-03-29 17:59:54,968 INFO    WriterThread:487799 [datastore.py:open_for_write():85] open: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_175954-iicvp8jo/run-iicvp8jo.wandb
2024-03-29 17:59:54,968 DEBUG   SenderThread:487799 [sender.py:send():380] send: header
2024-03-29 17:59:54,971 DEBUG   SenderThread:487799 [sender.py:send():380] send: run
2024-03-29 17:59:55,640 INFO    SenderThread:487799 [dir_watcher.py:__init__():211] watching files in: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_175954-iicvp8jo/files
2024-03-29 17:59:55,640 INFO    SenderThread:487799 [sender.py:_start_run_threads():1122] run started: iicvp8jo with start time 1711753194.961681
2024-03-29 17:59:55,645 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: check_version
2024-03-29 17:59:55,645 DEBUG   SenderThread:487799 [sender.py:send_request():407] send_request: check_version
2024-03-29 17:59:55,845 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: run_start
2024-03-29 17:59:55,853 DEBUG   HandlerThread:487799 [system_info.py:__init__():32] System info init
2024-03-29 17:59:55,853 DEBUG   HandlerThread:487799 [system_info.py:__init__():47] System info init done
2024-03-29 17:59:55,853 INFO    HandlerThread:487799 [system_monitor.py:start():194] Starting system monitor
2024-03-29 17:59:55,854 INFO    SystemMonitor:487799 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-29 17:59:55,854 INFO    HandlerThread:487799 [system_monitor.py:probe():214] Collecting system info
2024-03-29 17:59:55,854 INFO    SystemMonitor:487799 [interfaces.py:start():190] Started cpu monitoring
2024-03-29 17:59:55,855 INFO    SystemMonitor:487799 [interfaces.py:start():190] Started disk monitoring
2024-03-29 17:59:55,855 INFO    SystemMonitor:487799 [interfaces.py:start():190] Started gpu monitoring
2024-03-29 17:59:55,856 INFO    SystemMonitor:487799 [interfaces.py:start():190] Started memory monitoring
2024-03-29 17:59:55,857 INFO    SystemMonitor:487799 [interfaces.py:start():190] Started network monitoring
2024-03-29 17:59:55,871 DEBUG   HandlerThread:487799 [system_info.py:probe():196] Probing system
2024-03-29 17:59:55,873 DEBUG   HandlerThread:487799 [system_info.py:_probe_git():181] Probing git
2024-03-29 17:59:55,877 DEBUG   HandlerThread:487799 [system_info.py:_probe_git():189] Probing git done
2024-03-29 17:59:55,877 DEBUG   HandlerThread:487799 [system_info.py:probe():244] Probing system done
2024-03-29 17:59:55,877 DEBUG   HandlerThread:487799 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-03-29T22:59:55.872033', 'startedAt': '2024-03-29T22:59:54.947523', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/model.py', 'codePathLocal': 'model.py', 'codePath': 'Outputs/AI/model.py', 'git': {'remote': 'https://github.com/ChristianCarhuancho/AirQuality_WRFChem-IA.git', 'commit': '776b34389e31304babc2ab1eea8907202fdbf285'}, 'email': 'a20172665@pucp.edu.pe', 'root': '/home/ccarhuancho/AirQuality_WRFChem-IA', 'host': 'xwing', 'username': 'ccarhuancho', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1436.2807500000001, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 2968.551, 'min': 800.0, 'max': 5100.0}, {'current': 3616.56, 'min': 800.0, 'max': 5100.0}, {'current': 4616.478, 'min': 800.0, 'max': 5300.0}, {'current': 800.0, 'min': 800.0, 'max': 5300.0}, {'current': 3578.424, 'min': 800.0, 'max': 5100.0}, {'current': 800.63, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 2618.794, 'min': 800.0, 'max': 5300.0}, {'current': 1279.759, 'min': 800.0, 'max': 5300.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4778.26, 'min': 800.0, 'max': 5100.0}, {'current': 2188.873, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 288.27096939086914}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}, {'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 125.55005264282227}}
2024-03-29 17:59:55,877 INFO    HandlerThread:487799 [system_monitor.py:probe():224] Finished collecting system info
2024-03-29 17:59:55,877 INFO    HandlerThread:487799 [system_monitor.py:probe():227] Publishing system info
2024-03-29 17:59:55,877 DEBUG   HandlerThread:487799 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-29 17:59:55,878 DEBUG   HandlerThread:487799 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-29 17:59:55,878 INFO    HandlerThread:487799 [system_monitor.py:probe():229] Finished publishing system info
2024-03-29 17:59:55,882 DEBUG   SenderThread:487799 [sender.py:send():380] send: files
2024-03-29 17:59:55,882 INFO    SenderThread:487799 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-03-29 17:59:55,888 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: stop_status
2024-03-29 17:59:55,888 DEBUG   SenderThread:487799 [sender.py:send_request():407] send_request: stop_status
2024-03-29 17:59:55,935 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-29 17:59:55,936 DEBUG   HandlerThread:487799 [handler.py:handle_request():146] handle_request: get_summary
2024-03-29 17:59:56,315 DEBUG   SenderThread:487799 [sender.py:send():380] send: telemetry
2024-03-29 17:59:56,315 DEBUG   SenderThread:487799 [sender.py:send():380] send: telemetry
2024-03-29 17:59:56,315 DEBUG   SenderThread:487799 [sender.py:send():380] send: telemetry
2024-03-29 17:59:56,315 DEBUG   SenderThread:487799 [sender.py:send():380] send: files
2024-03-29 17:59:56,315 INFO    SenderThread:487799 [sender.py:_save_file():1378] saving file model-best.h5 with policy live
2024-03-29 17:59:56,315 DEBUG   SenderThread:487799 [sender.py:send():380] send: telemetry
2024-03-29 17:59:56,640 INFO    Thread-12 :487799 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_175954-iicvp8jo/files/wandb-metadata.json
