2024-03-29 07:05:29,335 INFO    StreamThr :472585 [internal.py:wandb_internal():86] W&B internal server running at pid: 472585, started at: 2024-03-29 07:05:29.335029
2024-03-29 07:05:29,337 DEBUG   HandlerThread:472585 [handler.py:handle_request():146] handle_request: status
2024-03-29 07:05:29,342 INFO    WriterThread:472585 [datastore.py:open_for_write():85] open: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_070529-l99oy4oo/run-l99oy4oo.wandb
2024-03-29 07:05:29,343 DEBUG   SenderThread:472585 [sender.py:send():380] send: header
2024-03-29 07:05:29,346 DEBUG   SenderThread:472585 [sender.py:send():380] send: run
2024-03-29 07:05:29,986 INFO    SenderThread:472585 [dir_watcher.py:__init__():211] watching files in: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240329_070529-l99oy4oo/files
2024-03-29 07:05:29,986 INFO    SenderThread:472585 [sender.py:_start_run_threads():1122] run started: l99oy4oo with start time 1711713929.334828
2024-03-29 07:05:29,992 DEBUG   HandlerThread:472585 [handler.py:handle_request():146] handle_request: check_version
2024-03-29 07:05:29,992 DEBUG   SenderThread:472585 [sender.py:send_request():407] send_request: check_version
2024-03-29 07:05:30,048 DEBUG   HandlerThread:472585 [handler.py:handle_request():146] handle_request: run_start
2024-03-29 07:05:30,054 DEBUG   HandlerThread:472585 [system_info.py:__init__():32] System info init
2024-03-29 07:05:30,054 DEBUG   HandlerThread:472585 [system_info.py:__init__():47] System info init done
2024-03-29 07:05:30,055 INFO    HandlerThread:472585 [system_monitor.py:start():194] Starting system monitor
2024-03-29 07:05:30,055 INFO    SystemMonitor:472585 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-29 07:05:30,055 INFO    HandlerThread:472585 [system_monitor.py:probe():214] Collecting system info
2024-03-29 07:05:30,055 INFO    SystemMonitor:472585 [interfaces.py:start():190] Started cpu monitoring
2024-03-29 07:05:30,056 INFO    SystemMonitor:472585 [interfaces.py:start():190] Started disk monitoring
2024-03-29 07:05:30,056 INFO    SystemMonitor:472585 [interfaces.py:start():190] Started gpu monitoring
2024-03-29 07:05:30,057 INFO    SystemMonitor:472585 [interfaces.py:start():190] Started memory monitoring
2024-03-29 07:05:30,057 INFO    SystemMonitor:472585 [interfaces.py:start():190] Started network monitoring
2024-03-29 07:05:30,071 DEBUG   HandlerThread:472585 [system_info.py:probe():196] Probing system
2024-03-29 07:05:30,072 DEBUG   HandlerThread:472585 [system_info.py:_probe_git():181] Probing git
2024-03-29 07:05:30,075 DEBUG   HandlerThread:472585 [system_info.py:_probe_git():189] Probing git done
