2024-03-21 10:25:04,671 INFO    StreamThr :425930 [internal.py:wandb_internal():86] W&B internal server running at pid: 425930, started at: 2024-03-21 10:25:04.670892
2024-03-21 10:25:04,672 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: status
2024-03-21 10:25:04,673 INFO    WriterThread:425930 [datastore.py:open_for_write():85] open: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240321_102504-j329fvqs/run-j329fvqs.wandb
2024-03-21 10:25:04,673 DEBUG   SenderThread:425930 [sender.py:send():380] send: header
2024-03-21 10:25:04,676 DEBUG   SenderThread:425930 [sender.py:send():380] send: run
2024-03-21 10:25:09,677 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: keepalive
2024-03-21 10:25:10,528 INFO    SenderThread:425930 [dir_watcher.py:__init__():211] watching files in: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240321_102504-j329fvqs/files
2024-03-21 10:25:10,529 INFO    SenderThread:425930 [sender.py:_start_run_threads():1122] run started: j329fvqs with start time 1711034704.670685
2024-03-21 10:25:10,529 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 10:25:10,534 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: check_version
2024-03-21 10:25:10,534 DEBUG   SenderThread:425930 [sender.py:send_request():407] send_request: check_version
2024-03-21 10:25:10,783 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: run_start
2024-03-21 10:25:10,791 DEBUG   HandlerThread:425930 [system_info.py:__init__():32] System info init
2024-03-21 10:25:10,791 DEBUG   HandlerThread:425930 [system_info.py:__init__():47] System info init done
2024-03-21 10:25:10,791 INFO    HandlerThread:425930 [system_monitor.py:start():194] Starting system monitor
2024-03-21 10:25:10,791 INFO    SystemMonitor:425930 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-21 10:25:10,791 INFO    HandlerThread:425930 [system_monitor.py:probe():214] Collecting system info
2024-03-21 10:25:10,791 INFO    SystemMonitor:425930 [interfaces.py:start():190] Started cpu monitoring
2024-03-21 10:25:10,792 INFO    SystemMonitor:425930 [interfaces.py:start():190] Started disk monitoring
2024-03-21 10:25:10,793 INFO    SystemMonitor:425930 [interfaces.py:start():190] Started gpu monitoring
2024-03-21 10:25:10,793 INFO    SystemMonitor:425930 [interfaces.py:start():190] Started memory monitoring
2024-03-21 10:25:10,793 INFO    SystemMonitor:425930 [interfaces.py:start():190] Started network monitoring
2024-03-21 10:25:10,807 DEBUG   HandlerThread:425930 [system_info.py:probe():196] Probing system
2024-03-21 10:25:10,808 DEBUG   HandlerThread:425930 [system_info.py:_probe_git():181] Probing git
2024-03-21 10:25:10,813 DEBUG   HandlerThread:425930 [system_info.py:_probe_git():189] Probing git done
2024-03-21 10:25:10,813 DEBUG   HandlerThread:425930 [system_info.py:probe():244] Probing system done
2024-03-21 10:25:10,813 DEBUG   HandlerThread:425930 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-03-21T15:25:10.807264', 'startedAt': '2024-03-21T15:25:04.666781', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/model.py', 'codePathLocal': 'model.py', 'codePath': 'Outputs/AI/model.py', 'git': {'remote': 'https://github.com/ChristianCarhuancho/AirQuality_WRFChem-IA.git', 'commit': '776b34389e31304babc2ab1eea8907202fdbf285'}, 'email': 'a20172665@pucp.edu.pe', 'root': '/home/ccarhuancho/AirQuality_WRFChem-IA', 'host': 'xwing', 'username': 'ccarhuancho', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1950.4960625, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 4678.513, 'min': 800.0, 'max': 5100.0}, {'current': 2489.723, 'min': 800.0, 'max': 5100.0}, {'current': 1307.297, 'min': 800.0, 'max': 5300.0}, {'current': 4110.404, 'min': 800.0, 'max': 5300.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 4427.575, 'min': 800.0, 'max': 5100.0}, {'current': 4825.126, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5300.0}, {'current': 800.0, 'min': 800.0, 'max': 5300.0}, {'current': 4834.916, 'min': 800.0, 'max': 5100.0}, {'current': 3283.191, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}, {'current': 800.0, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 285.7908515930176}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}, {'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 125.55005264282227}}
2024-03-21 10:25:10,813 INFO    HandlerThread:425930 [system_monitor.py:probe():224] Finished collecting system info
2024-03-21 10:25:10,813 INFO    HandlerThread:425930 [system_monitor.py:probe():227] Publishing system info
2024-03-21 10:25:10,813 DEBUG   HandlerThread:425930 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-21 10:25:10,813 DEBUG   HandlerThread:425930 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-21 10:25:10,814 INFO    HandlerThread:425930 [system_monitor.py:probe():229] Finished publishing system info
2024-03-21 10:25:10,819 DEBUG   SenderThread:425930 [sender.py:send():380] send: files
2024-03-21 10:25:10,820 INFO    SenderThread:425930 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-03-21 10:25:10,826 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: stop_status
2024-03-21 10:25:10,826 DEBUG   SenderThread:425930 [sender.py:send_request():407] send_request: stop_status
2024-03-21 10:25:10,867 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-21 10:25:10,868 DEBUG   HandlerThread:425930 [handler.py:handle_request():146] handle_request: get_summary
2024-03-21 10:25:11,255 DEBUG   SenderThread:425930 [sender.py:send():380] send: telemetry
2024-03-21 10:25:11,255 DEBUG   SenderThread:425930 [sender.py:send():380] send: telemetry
2024-03-21 10:25:11,255 DEBUG   SenderThread:425930 [sender.py:send():380] send: telemetry
2024-03-21 10:25:11,255 DEBUG   SenderThread:425930 [sender.py:send():380] send: files
2024-03-21 10:25:11,256 INFO    SenderThread:425930 [sender.py:_save_file():1378] saving file model-best.h5 with policy live
2024-03-21 10:25:11,256 DEBUG   SenderThread:425930 [sender.py:send():380] send: telemetry
2024-03-21 10:25:11,529 INFO    Thread-12 :425930 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ccarhuancho/AirQuality_WRFChem-IA/Outputs/AI/wandb/run-20240321_102504-j329fvqs/files/wandb-metadata.json
